AcresBurned,AdminUnit,ArchiveYear,Counties,Extinguished date,extinguish time,Fatalities,Latitude,Location,Longitude,Name,SearchDescription,Started date,Start Time,StructuresDamaged,StructuresDestroyed
90288,CAL FIRE Sonoma-Lake-Napa Unit,2018,Yolo,1/4/2019,09:57:00Z,,38.80583,east of Lake Berryessa,-122.18183,County Fire,"The County Fire started June 30 2018 near County Road 63 and Highway 16, Rumsey Canyon (Yolo County). The fire burned  was contained on July 14, 2018, and burned 90,288 acres .",6/30/2018,14:12:00Z,,29
320,CAL FIRE Madera-Mariposa-Merced Unit,2014,Madera,9/22/2014,07:15:00Z,,37.311915,"Courtney Lane and 7 Hills Rd, Oakhurst",-119.604124,Courtney Fire,The Courtney Fire started on September 14 and burned 320 acres off Courtney Lane near Oakhurst in Madera County. ,9/14/2014,13:36:00Z,2,69
25,CAL FIRE San Luis Obispo Unit,2017,San Luis Obispo,1/9/2018,13:23:00Z,,35.76343,"Lynch Canyon Rd & Lakeview Rd, northwest of Lake Nacimiento",-121.04445,Cove Fire,"The Cove Fire started on September 23, 2017 off Christmas Tree Cove, north side of Lake Nacimiento (San Luis Obispo County).",9/23/2017,15:40:00Z,,
35,CAL FIRE Mendocino Unit,2015,Mendocino,6/29/2015,07:15:00Z,,39.7806004,"off Highway 162 and Cemetery Lane, Covelo",-123.248214,Covelo Fire,"The Covelo Fire started on June 28, 2015 off Highway 162 and Cemetery Lane, near the community of Covelo (Mendocino County). Fire burned 35 acres in June 2015.",6/28/2015,13:30:00Z,,
16,CAL FIRE Shasta-Trinity Unit,2019,Shasta,9/24/2019,14:52:00Z,,40.612556,at Whitmore Road and Cow Creek Ranch Road in Millville,-122.039167,Cow Fire,"The Cow Fire started September 24, 2019 off at Whitmore Road and Cow Creek Ranch Road in Millville in Shasta County.",9/24/2019,08:40:45Z,,
100,CAL FIRE Shasta-Trinity Unit,2016,Shasta,9/25/2016,13:15:00Z,,40.62956089,off Whitmore Road and Old Cow Creek Road,-121.93923,Cow Fire,The Cow Fire burned 100 acres in Shasta County off Whitmore Rd and Old Cow Creek Rd in September 2016.,9/25/2016,07:15:00Z,,
1975,USFS - Inyo National Forest ,2019,Inyo,11/21/2019,16:08:00Z,,36.284,"Golden Trout Wilderness, Inyo National Forest",-118.228,Cow Fire,"Cow Fire started on July 25, 2019 in Golden Trout Wilderness, Inyo National Forest in Inyo County.",9/6/2019,12:23:00Z,,
74,San Jose Fire,2019,Santa Clara,7/2/2019,18:32:00Z,,37.18904,Northbound US 101 at Coyote Creek Golf Drive in San Jose,-121.694968,Coyote Fire,The Coyote Fire Started July 2 2019  near Northbound US 101 at Coyote Creek Golf Drive in San Jose (Santa Clara County),7/2/2019,16:10:02Z,,
97,CAL FIRE Lassen-Modoc Unit,2013,Lassen,8/12/2013,09:30:00Z,,40.88886,"Southeast of Coyote Reservoir, 20 miles southeast of Bieber",-120.958126,Coyote Fire,"The Coyote Fire burned in August 2013, Southeast of Coyote Reservoir, 20 miles southeast of Bieber in Lassen County. ",8/9/2013,15:51:00Z,,
159,CAL FIRE Sonoma-Lake-Napa Unit,2013,Sonoma,10/5/2013,07:45:00Z,,38.34599,"near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park ",-122.6503,Crane Fire,"The Crane Fire burned October 2013 near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park in Sonoma County.",10/4/2013,12:25:00Z,,
13139,San Bernardino National Forest,2018,Riverside,1/4/2019,09:36:00Z,,33.74605341,"off Highway 74 and Control Road, east of Hemet",-116.9984434,Cranston Fire,"The Cranston Fire started July 25, 2018 off Highway 74 and Control Road, east of Hemet (Riverside County). This fire was contained on August 11, 2018 and burned 13,139 acres",7/25/2018,11:41:00Z,,12
0,City of Orland Fire Department,2017,Glenn,1/9/2018,12:02:00Z,,39.75425,"Stony Creek, Orland",-122.17657,Creek Fire,"The Creek Fire started on July 19, 2017 off of Stony Creek, Orland in Glenn County.",7/19/2017,17:30:00Z,,
10,CAL FIRE San Luis Obispo Unit,2018,San Luis Obispo,1/4/2019,10:03:00Z,,35.05747,"Suey Creek Road & Crystal Springs, east of Nipomo",-120.39295,Creek Fire,"The Creek Fire started on June 21, 2018 off Suey Creek Road & Crystal Springs, north of Santa Maria. The fire burned 2.8 acres and was contained on June 22, 2018. ",6/21/2018,16:45:00Z,,12
30,CAL FIRE Santa Clara Unit,2018,Alameda,1/4/2019,09:25:00Z,,37.533026,"Welch Creek Rd and Geary Rd., southeast of Sunol",-121.79733,Creek Fire,"The Creek Fire started on August 4, 2018 at Welch Creek Road and Geary Road, southeast of Sunol in Alameda County.",8/4/2018,17:32:00Z,,
32,CAL FIRE Sonoma-Lake-Napa Unit,2018,Lake,1/4/2019,10:05:00Z,,38.886518,"off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake",-122.476381,Creek Fire,"The Creek Fire started off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake (Lake County) and burned 32 acres. It was contained on June 17, 2018.",6/16/2018,14:04:00Z,,
33,San Bernardino National Forest,2018,San Bernardino,1/4/2019,09:57:00Z,,34.17711,"Hwy 330 and Old City Creek Rd, Community of Running Springs",-117.15381,Creek Fire,"The Creek Fire Started on June 30 2018 near Hwy 330 and Old City Creek Rd, Community of Running Springs (San Bernardino County).  The fire was contained on July 10, 2018 and burned 33 acres.",6/30/2018,12:12:00Z,,
65,CAL FIRE Sonoma-Lake-Napa Unit,2016,Napa,10/12/2016,18:00:00Z,,38.40958,Dry Creek Road 3 miles west of Yountville,-122.43172,Creek Fire,"The Creek Fire started on October 10, 2016 off Dry Creek Rd., 3 miles west of Yountville in Napa County.",10/10/2016,16:13:00Z,,
94,CAL FIRE San Luis Obispo Unit,2013,San Luis Obispo,9/24/2013,17:30:00Z,,35.4393,"off Toro Creek Rd, east of Cayucos",-120.8358,Creek Fire,"The Creek Fire burned September 2013 off Toro Creek Rd., east of Cayucos, in San Luis Obispo County.",9/24/2013,03:20:00Z,,
170,CAL FIRE Fresno Kings Unit,2015,Fresno,9/11/2015,19:17:00Z,,40.400196,Squaw Valley Road and Sand Creek Road,-120.553075,Creek Fire,"Creek Fire Started on September 9, 2015 off Squaw Valley Road and Sand Creek Road, (Fresno County) and burned 170 acres.",9/9/2015,14:30:00Z,,
277,CAL FIRE Sonoma-Lake-Napa Unit,2016,Yolo,6/27/2016,06:15:00Z,,38.69971,"off Hwy 16, 4 miles south of Brooks, near the Cache Creek Casino",-122.15457,Creek Fire,"The Creek Fire started on June 26, 2016 off Hwy 16, 4 miles south of Brooks, near the Cache Creek Casino (Yolo County) and burned 277 acres.",6/26/2016,15:45:00Z,,
357,CAL FIRE / Fresno County Fire,2017,Fresno,1/9/2018,11:01:00Z,,36.27306,"Off Los Gatos Creek Rd, west of Derrick",-120.65185,Creek Fire,"The Creek Fire started on June 23, 2017 off Los Gatos Creek Rd, west of Derrick (Fresno County) and burned 357 acres. ",6/23/2017,16:00:00Z,,
756,CAL FIRE Tulare Unit,2019,Tulare,,,,36.40193,"Dry Creek Dr and Lomitas Drive, east of Woodlake",-119.030621,Creek Fire,"The Creek Fire started on August 31, 2019 at Dry Creek Dr and Lomitas Dr,  east of Woodlake in Tulare County.",8/31/2019,15:31:59Z,0,0
1678,Unified Command: CAL FIRE and City of Redding Fire Department,2018,Shasta,1/4/2019,10:01:00Z,,40.50318,"Clear Creek Rd & American Rd, west of Redding",-122.42308,Creek Fire,"The Creek Fire started on June 24, 2018 off Clear Creek Rd & American Rd, west of Redding (Shasta County) and burned 1,678 acres. This fire was contained on July 5, 2018 and burned 1,678 acres. ",6/24/2018,12:29:00Z,,11
1749,Stanislaus National Forest ,2017,Stanislaus,1/9/2018,12:50:00Z,,38.12,Bourland area of the Stanislaus National Forest ,-119.941,Creek Fire,"The Creek Fire started on September 3, 2017, in the Bourland area of the Stanislaus National Forest and burned 1,749 acres. It was contained on November 21, 2017.  ",9/3/2017,16:23:00Z,,
15619,Angeles National Forest,2017,Los Angeles,8/6/2018,10:52:00Z,,34.31283,"Kagel Canyon Rd, north of Lake View terrace ",-118.35863,Creek Fire,"The Creek Fire started on December 5, 2017 off Kagel Canyon Road, north of Lake View Terrace in Los Angeles County.",12/5/2017,03:44:00Z,26,37
33,"Kern County Fire Department, CAL FIRE and Bureau of Land Management",2017,Kern,1/9/2018,10:24:00Z,,35.60633,"off Erskine Creek Rd and Pasadena Ln, southwest of Lake Isabella",-118.4642,Creek Fire ,"The Creek Fire started on June 4, 2017 off Erskine Rd and Pasadena Ln, southwest of Lake Isabella in Kern County and burned 33 acres.",6/4/2017,22:11:00Z,,
51,CAL FIRE Shasta-Trinity Unit,2018,Shasta,1/4/2019,09:36:00Z,,40.824,"Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney",-121.90215,Crestline Fire,"The Crest Line Fire started on July 24 2018, near Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney (Shasta County)",7/24/2018,15:24:00Z,,
60,CAL FIRE San Luis Obispo Unit,2018,San Luis Obispo,1/4/2019,10:06:00Z,,35.58354,"off Creston Road, east of Paso Robles",-120.624135,Creston FIre,"The Creston Fire started on June 14, 2018 off Creston Road, east of Paso Robles (San Luis Obispo County). The fire burned 60 acres and was contained on June 15, 2018.",6/14/2018,17:23:00Z,,
289,CAL FIRE San Benito-Monterey Unit and CAL FIRE San Luis Obispo Unit,2019,Monterey,10/11/2019,07:30:00Z,,35.79069,Indian Valley Road and Monterey County Line near Camp Robert's,-120.73102,Cross Fire,"The Cross Fire started October 8, 2019 off Indian Valley Road and Monterey County Line near Camp Robert's in Monterey and San Luis Obispo Counties.",10/9/2019,06:52:14Z,,
289,CAL FIRE San Benito-Monterey Unit and CAL FIRE San Luis Obispo Unit,2019,San Luis Obispo,10/11/2019,07:30:00Z,,35.79069,Indian Valley Road and Monterey County Line near Camp Robert's,-120.73102,Cross Fire,"The Cross Fire started October 8, 2019 off Indian Valley Road and Monterey County Line near Camp Robert's in Monterey and San Luis Obispo Counties.",10/9/2019,06:52:14Z,,
77,Santa Barbara County Fire,2018,Santa Barbara,1/4/2019,09:40:00Z,,34.54305556,"off Highway 1 and Highway 101, North of Gaviota",-120.3180556,Cruces Fire,"The Cruces Fire started July 18, 2018 off Highway 1 and Highway 101, North of Gaviota (Santa Barbara County). The fire burned 77 acres, and was contained on July 21, 2018.",7/18/2018,11:55:00Z,,
2446,CAL FIRE San Luis Obispo Unit/ Los Padres National Forest ,2015,San Luis Obispo,8/28/2015,18:15:00Z,,35.3477,"Off Highway 101 in the Cuesta Grade, north of San Luis Obispo",-120.6269,Cuesta Fire,"The Cuesta Fire burned 2446 acres near Highway 101 in the Cuesta Grade, north of San Luis Obispo in San Luis Obispo County in August 2015.",8/16/2015,18:13:00Z,,1
70,Unitied Command: CAL FIRE & San Jose City Fire Department,2018,Santa Clara,1/4/2019,09:50:00Z,,37.22545,"Curie Dr and San Ignacio Ave, southeast of San Jose",-121.79189,Curie Fire,"The Curie Fire started on July 10, 2018 at Curie Dr. and San Ignacio Ave., 10 miles SE of San Jose in Santa Clara County. The fire was contained on July 11 and burned 56 acres.",7/10/2018,15:08:00Z,,
2944,CAL FIRE Fresno Unit,2016,Fresno,7/5/2016,07:05:00Z,,36.0749,"Curry Mountain, 7 miles SW of Coalinga",-120.452041,Curry Fire,"The Curry Fire Started on July 1, 2016 off Curry Mountain Road and Highway 198, 7 miles Southwest of Coalinga (Fresno County) and burned 2,944 acres.",7/1/2016,17:16:00Z,,
167,USFS - Cleveland National Forest,2015,San Diego,7/26/2015,06:45:00Z,,33.383889,"On Palomar Mountain, north of the Palomar Observatory",-116.868611,Cutca Fire,"The Cutca Fire started on July 24, 2015 and burned 167 acres on Palomar Mountain, north of the Palomar Observatory in San Diego County.",7/24/2015,16:18:00Z,,
200, East Contra Costa County Fire Protection District,2019,Contra Costa,10/28/2019,16:26:00Z,,37.99136,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",-121.64118,Cypress Complex,"The Cypress Complex started October 27, 2019 off East Cypress Rd and Bethel Island Road, Knightsen, CA  in Contra Costa County",10/27/2019,08:50:23Z,,
856,CAL FIRE Tehama-Glenn Unit,2018,Tehama,1/4/2019,09:52:00Z,,40.33682,"off Hwy 36 and Manton Rd, 10 miles NE of Red Bluff ",-121.93908,Dale Fire,"The Dales fire started on July 9, 2018 off Hwy 36 and Manton Road, northeast of Red Bluff in Tehama County. The fire was contained on July 12, 2018 and burned 856 acres.",7/9/2018,18:30:00Z,,
11,CAL FIRE Tehama Glenn Unit,2019,Tehama,10/7/2019,11:03:00Z,,40.314187,Highway 36E east of Dales Station and Manton Road,-122.070055,Dales Fire,The Dales fire started October 6. 2019 off Highway 36E east of Dales Station and Manton Road in Tehama County,10/7/2019,11:03:29.963Z,,
23,CAL FIRE Sonoma-Lake-Napa Unit,2013,Lake,11/24/2013,18:45:00Z,,38.9289,"Off Dam Rd, southeast of Clear Lake",-122.5818,Dam Fire,"The Dam Fire was a 23 acre fire off Dam Road, southeast of Clear Lake.",11/23/2013,14:17:00Z,,
11,CAL FIRE Butte Unit,2018,Butte,1/4/2019,09:51:00Z,,39.66492,"south of Rich Gulch, near Lake Oroville",-121.51772,Dark Fire,"The Dark Fire started on July 10, 2018 south of Rich Gulch, near Lake Oroville in Butte County. The fire was contained on July 11, 2018 and burned 11 acres.",7/10/2018,12:42:00Z,,
90, CAL FIRE Madera-Mariposa-Merced Unit,2017,Madera,1/9/2018,11:46:00Z,,37.09773,"Road 29 and Ave 24, near Daulton",-120.02027,Daulton Fire,"The Daulton Fire started on July 7, 2017, off Road 29 and Ave 24, near Daulton (Madera County) and burned 90 acres.",7/7/2017,10:00:00Z,,
97,Modoc National Forest ,2013,Modoc,9/24/2013,20:15:00Z,,41.73325,"Both sides of Davis Creek near Hwy 395, south of Goose Lake ",-120.375,Davis Creek Complex,The Davis Creek Complex burned September 2013 near Highway 395 south of Goose Lake in Modoc County.,9/5/2013,15:57:00Z,,
13153,CAL FIRE Lassen-Modoc Unit,2014,Modoc,8/13/2014,07:00:00Z,,41.1336,North of the community of Day,-121.2144,Day Fire,"The Day Fire started on July 30, 2014 and burned 13,153 acres north of the community of Day in Modoc County. ",7/30/2014,19:01:00Z,,6
55,CAL FIRE San Diego Unit,2015,San Diego,8/10/2015,15:05:00Z,,33.4115972,De Luz Rd and De Luz Murrieta Rd,-117.2886249,De Luz Fire,"De Luz Fire started on August 9, 2015 off De Luz Road near the community of De Luz (San Diego County) and burned 55 acres.",8/9/2015,08:22:00Z,,
231,CAL FIRE Santa Clara Unit,2017,Contra Costa,1/9/2018,11:48:00Z,,37.87808,"Deer Valley Road & Marsh Creek Road, west of Brentwood",-121.78677,Deer Complex,"The Deer Fire started on July 8, 2017 off Deer Valley Road & Marsh Creek Road, west of Brentwood (Contra Costa County) and burned 231 acres.",7/8/2017,02:20:00Z,,
10,CAL FIRE San Mateo-Santa Cruz Unit,2019,Santa Cruz,9/6/2019,19:48:00Z,,37.178353,"Deer Creek Road and Rons Road, northeast of Boulder Creek",-122.07743,Deer Fire,"The Deer Fire started September 3, 2019 off Deer Creek Road and Rons Road, northeast of Boulder Creek in Santa Cruz County.",9/3/2019,15:36:45Z,,
26,CAL FIRE Amador - El Dorado Unit,2016,Amador,8/6/2016,10:06:00Z,,38.2581,"off of Deer Ridge Lane and Buena Vista Road, north of Valley Springs ",-120.8657,Deer Fire,"The Deer Fire started on August 5, 2016 off of Deer Ridge Lane and Buena Vista Road, north of Valley Springs (Amador County) and burned 26 acres.",8/5/2016,13:49:00Z,,
95,CAL FIRE San Luis Obispo Unit,2015,San Luis Obispo,7/15/2015,07:00:00Z,,35.7183,southwest of Lake Nacimiento ,-121.0157,Deer Fire,Firefighters are battling a 150 acre fire southwest of Lake Nacimiento (San Luis Obispo County). ,7/10/2015,12:41:00Z,,
1785,Kern County Fire,2016,Kern,7/8/2016,19:00:00Z,,35.20993,"Hwy 223 & Deertrail Rd., east of Arvin",-118.72272,Deer Fire,"Deer Fire started on July 1, 2016 off Hwy 223 & Deertrail Road, east of Arvin (Kern County) and burned 1,785 acres.",7/1/2016,14:05:00Z,,
11429,CAL FIRE Tehama-Glenn Unit,2013,Tehama,8/29/2013,16:45:00Z,,40.04263,"Near Deer Creek, 12 miles east of Los Molinos. ",-121.85397,Deer Fire,"The Deer Fire burned in August near Deer Creek, 12 miles east of Los Molinos in Tehama County. ",8/23/2013,14:15:00Z,,
150,CAL FIRE San Diego Unit,2019,San Diego,,,,32.767649,"Dehesa Road and Slone Canyon Road, Dehesa",-116.796032,Dehesa Fire,"The Dehesa Fire started on July 28, 2019 at Dehesa Road and Slone Canyon Road, Dehesa in San Diego County.",7/28/2019,19:51:55Z,,
200,CAL FIRE/San Diego County Fire,2019,San Diego,,,,32.787656,Dehesa Road and Sloan Canyon Road,-116.806941,Dehesa Fire ,"The Dehesa Fire started September 24, 2019 off Dehesa Road and Sloan Canyon Road in San Diego County.",9/24/2019,15:00:00Z,,
18,CAL FIRE Santa Clara Unit ,2019,Stanislaus,10/4/2019,10:39:00Z,,37.429506,Del Puerto Canyon Road east of Frank Raines Park west of Patterson,-121.336465,Del Fire,The Del Fire off Del Puerto Canyon Road east of Frank Raines Park west of Patterson in Stanislaus County.,10/3/2019,13:36:04Z,,
63311,USFS Shasta-Trinity National Forest,2018,Shasta,1/4/2019,09:07:00Z,,40.9425,"I-5 and Lamoine, 2 miles NW of Lakehead ",-122.43,Delta Fire,"The Delta Fire started on September 5, 2018 at I-5 and Lamoine, 2 miles NW of Lakehead in Shasta County and burned 63,311 acres before being contained on October 7, 2018.",9/5/2018,12:51:00Z,,42
63311,USFS Shasta-Trinity National Forest,2018,Trinity,1/4/2019,09:07:00Z,,40.9425,"I-5 and Lamoine, 2 miles NW of Lakehead ",-122.43,Delta Fire,"The Delta Fire started on September 5, 2018 at I-5 and Lamoine, 2 miles NW of Lakehead in Shasta County and burned 63,311 acres before being contained on October 7, 2018.",9/5/2018,12:51:00Z,,42
486,Camp Pendleton Marine Base,2017,San Diego,1/9/2018,10:06:00Z,,33.3906,"Camp Pendleton, north of India Training Area",-117.32348,Deluz Fire,"The Deluz Fire started on May 19, 2017 at Camp Pendleton, north of India Training Area (San Diego County) and burned 486 acres.",5/19/2017,14:45:00Z,,
2236,Camp Pendleton Marine Corps Base,2013,San Diego,10/9/2013,19:00:00Z,,33.341,"On Camp Pendleton, west of Fallbrook",-117.3092,DeLuz Fire,"The DeLuz Fire burned 2,236 acres in October 2013 on Camp Pendleton Marine Corps Base, east of Fallbrook in San Diego County,",10/5/2013,12:45:00Z,,
128,CAL FIRE Shasta-Trinity Unit,2015,Trinity,8/29/2015,18:45:00Z,,40.724898,"Democrat Gulch, west of Weaverville ",-122.96174,Democrat Fire,"The Democrat Fire burned 128 acres near Democrat Gulch, west of Weaverville in Trinity County in August 2015.",8/25/2015,14:08:00Z,,
1538,CAL FIRE / Fresno County Fire,2017,Fresno,1/9/2018,11:41:00Z,,36.269125,"off Los Gatos Creek Rd, west of Coalinga",-120.620791,Derrick Fire,"The Derrick Fire started on July 2, 2017 off Los Gatos Creek Rd, west of Coalinga (Fresno County) and burned 1,538 acres.",7/2/2017,22:28:00Z,,
33,CAL FIRE Shasta-Trinity Unit,2013,Shasta,11/7/2013,19:45:00Z,,40.483662,"Off Dersch Rd and Hyrax, Millville",-122.140914,Dersch Fire,"The Dersch Fire off Dersch Rd and Hyrax, Millville was 33 acres.",11/7/2013,16:10:00Z,,
14,CAL FIRE Butte Unit,2017,Butte,1/9/2018,11:17:00Z,,39.8629,"off Desabla Powerhouse Rd and Humbug Rd, Desabla",-121.6268,Desabla Fire,"The Desable Fire started on July 2, 2017 off Desabla Powerhouse Rd and Humbug Rd, Desabla and burned 14 acres.",7/2/2017,13:43:00Z,,
81826,CAL FIRE Madera-Mariposa-Merced Unit,2017,Mariposa,1/9/2018,11:57:00Z,,37.61757,"Detwiler Rd and Hunters Valley Rd, 2 miles east of Lake McClure",-120.21321,Detwiler Fire,"The Detwiller fire started on July 16, 2017 off Detwiller Road and Hunters Valley Road, 2 miles east of Lake McClure in Mariposa County and burned 81,826 acres.",7/16/2017,15:56:00Z,21,131
